

 ********* 2018-05-06 18:50:41 Duration: 00:00:15 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
       504         651      53,701         328        775  SELECT cwpc_basketItemCharge.BASKETID,cwpc_basketItemCharge.BASKETITEMID,cwpc_basketItemCharge.CHARGETYPECODE,cwpc_basketItemCharge.AMOUNT,cwpc_basketItemCharge.SEQUENCENO,cwpc_basketItemCharge.CURRENCY,cwpc_basketItemCharge.FREQUENCY,cwpc_basketItemCharge.TAXCODE,cwpc_basketItemCharge.LABEL,cwpc_basketItemCharge.CWCREATED,cwpc_basketItemCharge.CWCREATEDBY,cwpc_basketItemCharge.LASTUPDATEDDATE,cwpc_basketItemCharge.UPDATEDBY,cwpc_basketItemCharge.TYPE,cwpc_basketItemCharge.BASKETITEMCHARGEID,cwpc_basketItemCharge.ITEMCHARGECODE,cwpc_basketItemCharge.OVERRIDEAMOUNT,cwpc_basketItemCharge.TARGETBASKETCHARGEID,cwpc_basketItemCharge.ITEMCHARGERELATIONCODE,cwpc_basketItemCharge.OVERRIDDENRULERESULT,cwpc_basketItemCharge.DATA FROM CWPC_BASKETITEMCHARGE WHERE BASKETID=? AND BASKETITEMID =? ORDER BY SEQUENCENO
       469       3,133      21,858       2,007        150  INSERT INTO cwpc_basketItem(BASKETITEMID,BASKETID,ITEMCODE,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,PARENTBASKETITEMID,RELATIONNAME,SEQUENCENO,REQUESTTIME,SEARCHTEXT,DATA,STATE,ACTION,CUSTOMERID,ACCOUNTID,LOCATIONID,SITEID,SERVICEDATE,FAMILY,CATEGORY,RELATIONS,ENTITYID,INTERNALSTATE,GROUPDIMENSIONS,CONTEXTID,INTERNALREASONCODE,LIFECYCLESTATETIMELINE,CURRENTLIFECYCLESTATE,HID,FULFILLMENTSTATE,SERIALNUMBER,SERVICEREGISTRYID,POOIACTION,GUID,PREVSTATUS,SOURCE,EFFECTIVEDATE,SERVICESTARTDATE,ISCOMPLETED,DESCRIPTION,ASSIGNEDPRIORITY,BITYPE,BISPECIFICATION,DUEDATE,COMPLETIONDATE,NOTES,ITEMNOTES,ISPAIRED,PRODUCT,QUANTITY,RESOURCES,SERVICES,ATTRS,EXTERNALID) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
        89         593       1,735         352        150  INSERT INTO cwpc_basketItemRelation(BASKETITEMIDFROM,BASKETITEMIDTO,RELATIONNAME,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,BASKETID,BASKETITEMRELATIONID,INTERNALSTATE,EFFECTIVEDATE,STATUS,SOURCE,GUID,PERCENTAGE,USERFLAG) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
        86         575       1,508         372        151  INSERT INTO cwpc_basketItemCharge(BASKETID,BASKETITEMID,CHARGETYPECODE,AMOUNT,SEQUENCENO,CURRENCY,FREQUENCY,TAXCODE,LABEL,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,TYPE,BASKETITEMCHARGEID,ITEMCHARGECODE,OVERRIDEAMOUNT,TARGETBASKETCHARGEID,ITEMCHARGERELATIONCODE,OVERRIDDENRULERESULT,DATA) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
        71         474         700         283        150  UPDATE cwpc_basket SET CWBASKETSTAMP=? WHERE BASKETID=?
        27       1,855      15,093         365         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW15
        24       1,661      12,899         261         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW19
        24       1,651      12,018         364         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW4
        24       1,648      12,083         287         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW11
        24       1,620      11,840         358         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW14
        24       1,610      11,851         386         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW1
        24       1,605      12,522         331         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW7
        24       1,603      11,706         287         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW19
        23       1,575      12,400         268         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW12
        22       1,487      10,153         230         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW4
        21       1,448      14,915         272         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW5
        21       1,422      15,554         229         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW9
        20       1,390       9,782         407         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW18
        20       1,364      14,169         270         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW2
        19       1,276       6,318         342         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW6
        19       1,273       6,429         365         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW9
        16       1,116       9,851         313         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW17
        16       1,112       6,613         306         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW12
        15         399         711         230         38  SELECT CWDOCSEQ.NEXTVAL FROM DUAL
        14         978       7,944         280         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW18
        12         507         788         413         25  BEGIN INSERT INTO CWORDERITEMS (itemId, metadataType, topOrderId, parentId, pos, instanceKey, hasAttachment, state, process_id, search_key, ORDER_CREATION_DATE, RELATIONS, SEARCHINDEX) values(?,?,?,?,?,?,?,?,?,?,?,?,?) RETURNING pos INTO ?;END;
        11         743       1,902         487         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW2
        11         735         867         481         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW13
        11         735         930         509         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW0
        10         733         904         518         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW17
        10         752         969         540         14  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW16
        10         699       3,213         333         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW6
        10         693         876         512         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW8
        10         692         825         556         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW15
        10         739       1,162         515         14  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW11
        10         716         960         510         14  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW19
         9         653         815         473         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW1
         9         648         805         458         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW10
         9         627         792         462         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW5
         9         669         820         371         14  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW14
         9         619         898         396         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW4
         9         614         814         441         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW6
         9         600         785         386         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW9
         8         631         879         456         14  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW12
         8         588         669         479         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW7
         8         619         776         452         14  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW18
         8         571         748         371         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW11
         8         557         697         363         15  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW3
         8         545         703         439         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW1
         7         476         645         383         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW5
         6         443         584         256         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW17
         6       3,324       5,758         890          2  SELECT cwpc_basketItem.BASKETITEMID,cwpc_basketItem.BASKETID,cwpc_basketItem.ITEMCODE,cwpc_basketItem.CWCREATED,cwpc_basketItem.CWCREATEDBY,cwpc_basketItem.LASTUPDATEDDATE,cwpc_basketItem.UPDATEDBY,cwpc_basketItem.PARENTBASKETITEMID,cwpc_basketItem.RELATIONNAME,cwpc_basketItem.SEQUENCENO,cwpc_basketItem.REQUESTTIME,cwpc_basketItem.SEARCHTEXT,cwpc_basketItem.DATA,cwpc_basketItem.STATE,cwpc_basketItem.ACTION,cwpc_basketItem.CUSTOMERID,cwpc_basketItem.ACCOUNTID,cwpc_basketItem.LOCATIONID,cwpc_basketItem.SITEID,cwpc_basketItem.SERVICEDATE,cwpc_basketItem.FAMILY,cwpc_basketItem.CATEGORY,cwpc_basketItem.RELATIONS,cwpc_basketItem.ENTITYID,cwpc_basketItem.INTERNALSTATE,cwpc_basketItem.GROUPDIMENSIONS,cwpc_basketItem.CONTEXTID,cwpc_basketItem.INTERNALREASONCODE,cwpc_basketItem.LIFECYCLESTATETIMELINE,cwpc_basketItem.CURRENTLIFECYCLESTATE,cwpc_basketItem.HID,cwpc_basketItem.FULFILLMENTSTATE,cwpc_basketItem.SERIALNUMBER,cwpc_basketItem.SERVICEREGISTRYID,cwpc_basketItem.POOIACTION,cwpc_basketItem.GUID,cwpc_basketItem.PREVSTATUS,cwpc_basketItem.SOURCE,cwpc_basketItem.EFFECTIVEDATE,cwpc_basketItem.SERVICESTARTDATE,cwpc_basketItem.ISCOMPLETED,cwpc_basketItem.DESCRIPTION,cwpc_basketItem.ASSIGNEDPRIORITY,cwpc_basketItem.BITYPE,cwpc_basketItem.BISPECIFICATION,cwpc_basketItem.DUEDATE,cwpc_basketItem.COMPLETIONDATE,cwpc_basketItem.NOTES,cwpc_basketItem.ITEMNOTES,cwpc_basketItem.ISPAIRED,cwpc_basketItem.PRODUCT,cwpc_basketItem.QUANTITY,cwpc_basketItem.RESOURCES,cwpc_basketItem.SERVICES,cwpc_basketItem.ATTRS,cwpc_basketItem.EXTERNALID FROM CWPC_BASKETITEM WHERE BASKETID=?  ORDER BY SEQUENCENO
         6         433         571         316         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW1 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         6         432         526         332         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW6 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         6         419         622         247         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW3
         6         417         665         231         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW0
         6         414         633         295         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW13
         6         413         587         278         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW9 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         6         413         781         271         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW8
         6         412         586         236         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW5 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         6         411         531         289         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW16
         6         409         551         314         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW13
         5         396         528         266         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW2
         5         391         481         264         15  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPGLOBAL_NEW
         5         388         511         267         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW18 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
         5         388         465         280         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW16
         5         387         456         299         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW10
         5         385         449         271         15  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW17 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3440,1328,2889,3439,2901) OR CONSUMER_ID > 4999999999999999 )
