

 ********* 2018-05-08 13:01:57 Duration: 00:00:23 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
                                                                  PRICE.FREQUENCY,
                                                                  PRICE.CURRENCY,
                                                                  PRICE.POPID,
                                                                  PRICE.PRICETYPE,
                                                                  PRICE.EXTERNALIDS,
                                                                  PRICE.UNITOFMEASURE,
                                                                  PRICE.OVERRIDEAMOUNT,
                                                                  PRODUCT.ID,
                                                                  PRODUCT.VERSION,
                                                                  PRODUCT.NAME,
                                                                  PRODUCT.PRODUCTSERIALNUMBER,
                                                                  PRODUCT.ISBUNDLE,
                                                                  PRODUCT.ISCUSTOMERVISIBLE,
                                                                  PRODUCT.PRODUCTSPECIFICATION,
                                                                  PRODUCT.PRODUCTOFFERING,
                                                                  PRODUCT.QUANTITYAMOUNT,
                                                                  PRODUCT.QUANTITYUNIT,
                                                                  PRODUCT.DESCRIPTION,
                                                                  RES.ID,
                                                                  RES.VERSION,
                                                                  RES.NAME,
                                                                  RES.EXTERNALID,
                                                                  RES.ISCOMPOUND,
                                                                  RES.ISLOGICAL,
                                                                  RES.type,
                                                                  RES.RESOURCENUMBER,
                                                                  RES.SERIALNUMBER,
                                                                  SER.ID,
                                                                  SER.VERSION,
                                                                  SER.type,
                                                                  SER.SERVICECANDIDATE,
                                                                  SER.SERVICESPECIFICATION,
                                                                  SER.NAME,
                                                                  SER.ISSERVICEENABLED,
                                                                  SER.HASSTARTED,
                                                                  SER.ISMANDATORY,
                                                                  SER.STARTMODE,
                                                                  SER.ISSTATEFUL,
                                                                  SER.STATUSREASON,
                                                                  case ENTITY.HASCOLLECTION
                                                                    when 'Y' then (select CD.DATA
                                                                                   from   CWT_SR_CONTEXTDATA CD
                                                                                   where  CD.PARENTDN = TARGET
                                                                                          and CD.PARENTVERSION = TARGETVERSION
                                                                                          and rownum <= 1)
                                                                    else null
                                                                  end as CONTEXTDATA,
                                                                  PRODUCT.EXTERNALID,
                                                                  SER.EXTERNALID
                                                           from
                                                           
                                                           (
                                                                 select ASSOC3.ASSOCENTITYDN as TARGET,
                                                                        case when ASSOC3.ASSOCENTITYTYPE = 'Service' or
                                                                                  ASSOC3.ASSOCENTITYTYPE = 'Resource' then
                                                           
                                                                            (select version from CWT_SR_CUR_VERSION where ASSOC3.ASSOCENTITYDN = DN)
                                                           
                                                                        else
                                                                             ASSOC3.MAXVERSION
                                                                        end as TARGETVERSION,
                                                                        ASSOC3.*
                                                                 from
                                                                 (
                                                                     select ASSOC1.*, max(version) over (partition by ASSOCIATIONTYPE, ENTITYDN, ASSOCENTITYDN) as MAXVERSION
                                                                     from   CWT_SR_ASSOCIATIONACT ASSOC1
                                                                     where  ASSOC1.CUSTOMERRELATEDDN =  ? || ''
                                                           
                                                                 ) ASSOC3
                                                                 where MAXVERSION = version
                                                                   and exists (
                                                                      select DN
                                                                      from CWT_SR_CUR_VERSION
                                                                      where DN = ASSOC3.PRODUCTRELATEDDN and ISARCHIVED != 'Y'
                                                                      and ((ASSOC3.ASSOCENTITYTYPE = 'Service' or
                                                                            ASSOC3.ASSOCENTITYTYPE = 'Resource' or
                                                                            ASSOC3.ASSOCENTITYTYPE = 'ProductPrice' or
                                                                            ASSOC3.APPLICATIONCONTEXT = 'ProductRelationships' or
                                                                            ASSOC3.APPLICATIONCONTEXT = 'ProductProduct') or
                                                                            ASSOC3.VERSION = VERSION
                                                                      )
                                                                   )
                                                           
                                                           ) ASSOC
                                                           
                                                           left join CWT_SR_ENTITYACT ENTITY
                                                                 on ENTITY.DN = TARGET
                                                                    and ENTITY.VERSION = TARGETVERSION
                                                           left join CWT_SR_PRODPRICE PRICE
                                                                 on PRICE.ID = TARGET
                                                                    and PRICE.VERSION = TARGETVERSION
                                                           left join CWT_SR_PRODUCT PRODUCT
                                                                 on PRODUCT.ID = TARGET
                                                                    and PRODUCT.VERSION = TARGETVERSION
                                                           left join CWT_SR_RESOURCE RES
                                                                 on RES.ID = TARGET
                                                                    and RES.VERSION = TARGETVERSION
                                                           left join CWT_SR_SERVICE SER
                                                                 on SER.id = TARGET
                                                                    and SER.VERSION = TARGETVERSION
        25       1,120      10,150         436         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW8
        25       1,022       9,480         520         25  BEGIN INSERT INTO CWORDERITEMS (itemId, metadataType, topOrderId, parentId, pos, instanceKey, hasAttachment, state, process_id, search_key, ORDER_CREATION_DATE, RELATIONS, SEARCHINDEX) values(?,?,?,?,?,?,?,?,?,?,?,?,?) RETURNING pos INTO ?;END;
        21         972       5,430         557         22  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW19
        18         823       2,378         582         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW17
        18         800       8,921         286         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW5 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        16         728         955         473         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW6
        16         723         938         517         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW4
        16         752       1,093         509         22  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW9
        16         751       1,042         596         22  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW13
        16         716         984         496         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW7
        16         714         927         546         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW14
        16         711       1,141         498         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW3
        16         709         896         416         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW12
        16         705         840         502         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW16
        16         703         904         492         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW10
        16       8,044      11,230       4,857          2  SELECT cwpc_basketItem.BASKETITEMID,cwpc_basketItem.BASKETID,cwpc_basketItem.ITEMCODE,cwpc_basketItem.CWCREATED,cwpc_basketItem.CWCREATEDBY,cwpc_basketItem.LASTUPDATEDDATE,cwpc_basketItem.UPDATEDBY,cwpc_basketItem.PARENTBASKETITEMID,cwpc_basketItem.RELATIONNAME,cwpc_basketItem.SEQUENCENO,cwpc_basketItem.REQUESTTIME,cwpc_basketItem.SEARCHTEXT,cwpc_basketItem.DATA,cwpc_basketItem.STATE,cwpc_basketItem.ACTION,cwpc_basketItem.CUSTOMERID,cwpc_basketItem.ACCOUNTID,cwpc_basketItem.LOCATIONID,cwpc_basketItem.SITEID,cwpc_basketItem.SERVICEDATE,cwpc_basketItem.FAMILY,cwpc_basketItem.CATEGORY,cwpc_basketItem.RELATIONS,cwpc_basketItem.ENTITYID,cwpc_basketItem.INTERNALSTATE,cwpc_basketItem.GROUPDIMENSIONS,cwpc_basketItem.CONTEXTID,cwpc_basketItem.INTERNALREASONCODE,cwpc_basketItem.LIFECYCLESTATETIMELINE,cwpc_basketItem.CURRENTLIFECYCLESTATE,cwpc_basketItem.HID,cwpc_basketItem.FULFILLMENTSTATE,cwpc_basketItem.SERIALNUMBER,cwpc_basketItem.SERVICEREGISTRYID,cwpc_basketItem.POOIACTION,cwpc_basketItem.GUID,cwpc_basketItem.PREVSTATUS,cwpc_basketItem.SOURCE,cwpc_basketItem.EFFECTIVEDATE,cwpc_basketItem.SERVICESTARTDATE,cwpc_basketItem.ISCOMPLETED,cwpc_basketItem.DESCRIPTION,cwpc_basketItem.ASSIGNEDPRIORITY,cwpc_basketItem.BITYPE,cwpc_basketItem.BISPECIFICATION,cwpc_basketItem.DUEDATE,cwpc_basketItem.COMPLETIONDATE,cwpc_basketItem.NOTES,cwpc_basketItem.ITEMNOTES,cwpc_basketItem.ISPAIRED,cwpc_basketItem.PRODUCT,cwpc_basketItem.QUANTITY,cwpc_basketItem.RESOURCES,cwpc_basketItem.SERVICES,cwpc_basketItem.ATTRS,cwpc_basketItem.EXTERNALID FROM CWPC_BASKETITEM WHERE BASKETID=?  ORDER BY SEQUENCENO
        15         402         858         265         39  SELECT CWDOCSEQ.NEXTVAL FROM DUAL
        15         703         848         464         22  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW11
        15         655         849         481         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW1
        14         633         938         464         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW5
        14         626         890         458         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW18
        14         623         848         459         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW15
        14         623         837         383         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW0
        14         621         784         477         23  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data, GENERIC_INTERFACE_PARAM FROM CWPROCESS_NEW2
        13         600       2,876         274         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW19
        13      13,101      13,101      13,101          1  INSERT INTO CWT_ON_RID(REQUEST_ID,ID,OPERATION,OWNER,CREATED,REFERENCE) VALUES (?,?,?,?,?,?)
        11         509       1,260         228         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW2 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        11         506         842         266         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW9 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        11         505         965         349         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW17 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        11         505       1,355         314         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW7 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        11         501         688         354         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW10
        11         524         771         391         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW6
        11         501         689         323         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW15
        11         500         774         309         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW17
        11         478         789         312         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW12
        10         498         604         364         22  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW6
        10         495       1,562         268         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW18
        10         495         922         338         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW16
        10         472         711         262         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW13 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         471         866         329         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW3 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         470         721         346         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW8
        10         491         892         327         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW1
        10         486         942         301         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW15
        10         485       1,001         352         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW7
        10         462         786         280         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW18 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         460         677         356         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW5
        10         458         784         292         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW12 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         458         800         295         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW0
        10         478         838         279         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW5
        10         458         654         307         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW7
        10         478         835         334         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW14
        10         477         840         305         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW11
        10         456         809         259         23  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW1 WHERE (CONSUMER_ID IN(2928,2866,2888,2796,2902,3314,535,3442,1328,2889,3440,2901) OR CONSUMER_ID > 4999999999999999 )
        10         454         658         322         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW19
        10         453         700         310         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW1
        10         472       1,314         272         22  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW11
        10         471         741         298         22  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW9
        10         450         652         339         23  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW3
